cip2020_title,score,band,employment_weighted_openings,employment_weighted_growth_pct,completions_latest_year,pct_completions_latest_year,pct_employment_weighted_openings,pct_completions_trend_pct,pct_employment_weighted_growth_pct,pct_bls_top30_flag,in_bls_top30_flag,is_finalist,proposed_name
Pre-Theology/Pre-Ministerial Studies,30.6,Pass,21.02,0.97,7.0,20.2,56.6,,19.7,0.0,f,f,
Securities Services Administration/Management,30.6,Pass,5.18,2.38,117.0,60.1,14.0,21.7,34.1,0.0,f,f,
Neurobiology and Behavior,30.5,Pass,8.43,6.87,11.0,25.5,31.0,14.0,76.4,0.0,f,f,
Latin Language and Literature,30.4,Pass,61.05,-1.36,5.0,17.3,75.0,11.7,6.2,0.0,f,f,
French Studies,30.4,Pass,1.10,2.40,27.0,36.6,1.7,91.9,34.4,0.0,f,f,
Commercial and Advertising Art,30.4,Pass,17.43,2.15,16.0,30.1,50.3,8.5,33.3,0.0,f,f,
"English Language and Literature/Letters, Other",30.3,Pass,5.10,0.00,131.0,62.1,13.5,35.8,14.9,0.0,f,f,
Wildland/Forest Firefighting and Investigation,30.2,Pass,26.88,3.49,0.0,0.0,62.9,,45.5,0.0,f,f,
Comparative Literature,30.2,Pass,5.10,0.00,122.0,61.2,13.5,36.9,14.9,0.0,f,f,
Culinary Science/Culinology,30.2,Pass,30.14,5.44,0.0,0.0,64.6,0.0,71.9,0.0,f,f,
"Allied Health and Medical Assisting Services, Other",30.2,Pass,14.40,3.50,12.0,26.9,46.8,8.1,45.7,0.0,f,f,
Paleontology,30.1,Pass,6.63,3.51,3.0,14.1,22.4,81.4,46.5,0.0,f,f,
Viticulture and Enology,30.1,Pass,75.67,-1.21,0.0,0.0,80.6,,9.6,0.0,f,f,
"Teaching English or French as a Second or Foreign Language, Other",30.1,Pass,72.23,-1.86,2.0,12.2,79.2,16.0,2.1,0.0,f,f,
American/United States Studies/Civilization,30.0,Pass,1.10,2.40,165.0,65.9,1.7,30.5,34.4,0.0,f,f,
Meteorology,29.8,Pass,7.10,3.36,32.0,39.4,24.6,26.7,43.9,0.0,f,f,
"Hispanic and Latin American Languages, Literatures, and Linguistics, General",29.8,Pass,5.60,1.21,35.0,40.2,14.9,66.8,21.4,0.0,f,f,
Robotics Technology/Technician,29.7,Pass,1.30,1.10,41.0,42.5,5.7,81.1,20.3,0.0,f,f,
Applied and Professional Ethics,29.6,Pass,2.00,0.70,44.0,43.9,7.4,76.5,18.3,0.0,f,f,
Musical Theatre,29.5,Pass,14.22,2.64,7.0,20.2,46.7,23.0,39.7,0.0,f,f,
Women's Ministry,29.4,Pass,12.75,1.52,11.0,25.5,44.6,,26.2,0.0,f,f,
Religious/Sacred Music,29.3,Pass,3.46,0.07,107.0,58.9,11.2,39.9,15.5,0.0,f,f,
Agricultural Business Technology/Technician,29.3,Pass,111.44,-1.38,0.0,0.0,94.5,0.0,6.0,0.0,f,f,
Plant Genetics,29.3,Pass,6.62,4.03,9.0,22.9,20.3,56.3,52.8,0.0,f,f,
American Indian/Native American Studies,29.3,Pass,1.10,2.40,65.0,50.0,1.7,57.4,34.4,0.0,f,f,
Printmaking,29.1,Pass,7.30,1.25,42.0,42.9,25.9,32.8,23.4,0.0,f,f,
Disability Studies,29.1,Pass,1.10,2.40,53.0,47.3,1.7,61.3,34.4,0.0,f,f,
Environmental/Environmental Engineering Technology/Technician,29.0,Pass,4.51,3.32,51.0,46.3,12.6,31.8,43.8,0.0,f,f,
Business Family and Consumer Sciences/Human Sciences,29.0,Pass,0.92,-1.29,47.0,44.6,0.8,94.1,8.7,0.0,f,f,
Transpersonal/Spiritual Psychology,28.9,Pass,3.95,3.96,15.0,29.2,11.8,59.2,51.6,0.0,f,f,
"Parks, Recreation, and Leisure Studies",28.8,Pass,1.10,2.40,164.0,65.7,1.7,23.1,34.4,0.0,f,f,
"Neurobiology and Neurosciences, Other",28.7,Pass,8.43,6.87,2.0,12.2,31.0,,76.4,0.0,f,f,
Aerospace Physiology and Medicine,28.7,Pass,8.43,6.87,2.0,12.2,31.0,,76.4,0.0,f,f,
Psychology Teacher Education,28.6,Pass,63.35,-1.36,0.0,0.0,77.9,,6.2,0.0,f,f,
Korean Language and Literature,28.6,Pass,61.05,-1.36,2.0,12.2,75.0,10.3,6.2,0.0,f,f,
Herbalism/Herbalist,28.6,Pass,2.50,2.80,28.0,37.3,9.7,55.7,40.7,0.0,f,f,
"Architectural History and Criticism, General",28.6,Pass,7.60,3.85,19.0,32.3,27.3,20.0,51.3,0.0,f,f,
Fishing and Fisheries Sciences and Management,28.5,Pass,7.07,0.72,48.0,45.3,24.5,31.0,19.2,0.0,f,f,
Aeronautical/Aerospace Engineering Technology/Technician,28.5,Pass,2.87,-3.90,74.0,51.9,10.1,64.9,1.2,0.0,f,f,
"Soil Sciences, Other",28.5,Pass,1.39,4.96,14.0,28.4,6.0,51.5,69.6,0.0,f,f,
Agricultural Economics,28.4,Pass,0.98,2.23,184.0,67.6,1.3,17.8,33.6,0.0,f,f,
Latin American Studies,28.2,Pass,1.10,2.40,148.0,63.7,1.7,22.8,34.4,0.0,f,f,
Ceramic Arts and Ceramics,28.1,Pass,7.30,1.25,36.0,41.0,25.9,30.2,23.4,0.0,f,f,
Virology,28.0,Pass,8.43,6.87,1.0,10.0,31.0,,76.4,0.0,f,f,
Architectural Design,28.0,Pass,11.66,3.78,5.0,17.3,41.9,17.5,50.8,0.0,f,f,
Ayurvedic Medicine/Ayurveda,27.9,Pass,2.40,2.00,87.0,54.7,8.9,,30.9,0.0,f,f,
Aircraft Powerplant Technology/Technician,27.9,Pass,9.65,0.41,23.0,35.2,35.6,,16.7,0.0,f,f,
Latin Teacher Education,27.9,Pass,55.95,-1.72,2.0,12.2,73.9,10.3,3.4,0.0,f,f,
Analytical Chemistry,27.7,Pass,7.32,4.12,15.0,29.2,26.1,16.9,57.1,0.0,f,f,
Education/Teaching of Individuals Who are Developmentally Delayed,27.7,Pass,8.50,-0.86,53.0,47.3,32.3,12.8,12.4,0.0,f,f,
Patent Law,27.7,Pass,30.53,4.04,0.0,0.0,64.7,0.0,55.0,0.0,f,f,
Indian/Native American Education,27.6,Pass,13.94,0.62,9.0,22.9,46.5,,17.6,0.0,f,f,
Traditional Chinese Medicine and Chinese Herbology,27.6,Pass,2.60,3.60,70.0,51.1,9.8,14.5,47.8,0.0,f,f,
Ethics,27.6,Pass,2.00,0.70,50.0,46.2,7.4,58.7,18.3,0.0,f,f,
Chemical Process Technology,27.5,Pass,11.59,3.45,3.0,14.1,41.2,,45.4,0.0,f,f,
Ancient/Classical Greek Language and Literature,27.5,Pass,61.05,-1.36,1.0,10.0,75.0,7.3,6.2,0.0,f,f,
Automation Engineer Technology/Technician,27.4,Pass,7.42,0.67,5.0,17.3,26.6,76.9,18.1,0.0,f,f,
Holocaust and Related Studies,27.4,Pass,2.36,-0.45,21.0,33.6,8.7,84.0,13.9,0.0,f,f,
Molecular Physiology,27.2,Pass,8.40,8.30,3.0,14.1,30.1,12.0,81.0,0.0,f,f,
Banking and Financial Support Services,27.2,Pass,21.68,-9.60,14.0,28.4,58.2,7.8,0.5,0.0,f,f,
Engineering Acoustics,27.2,Pass,5.70,1.50,8.0,21.5,16.9,78.5,25.7,0.0,f,f,
Critical Incident Response/Special Police Operations,27.1,Pass,44.87,3.04,0.0,0.0,69.3,0.0,42.1,0.0,f,f,
Protective Services Operations,27.1,Pass,43.68,3.20,0.0,0.0,68.9,0.0,43.0,0.0,f,f,
Broadcast Journalism,27.0,Pass,10.49,1.21,25.0,36.0,37.2,12.2,21.4,0.0,f,f,
"Religious Music and Worship, Other",27.0,Pass,12.75,1.52,1.0,10.0,44.6,44.6,26.2,0.0,f,f,
Early Childhood Program Administration,27.0,Pass,17.54,-1.71,6.0,18.9,50.4,38.1,3.5,0.0,f,f,
Medical Illustration/Medical Illustrator,26.8,Pass,2.20,-1.20,47.0,44.6,8.4,63.2,9.7,0.0,f,f,
"Housing and Human Environments, General",26.8,Pass,0.92,-1.29,60.0,48.6,0.8,71.2,8.7,0.0,f,f,
International Agriculture,26.8,Pass,1.03,5.51,22.0,34.2,1.6,34.6,72.2,0.0,f,f,
"Literature, Other",26.8,Pass,10.26,1.72,11.0,25.5,36.5,,27.9,0.0,f,f,
Organic Chemistry,26.7,Pass,7.32,4.12,2.0,12.2,26.1,44.6,57.1,0.0,f,f,
Web/Multimedia Management and Webmaster,26.7,Pass,7.62,7.20,4.0,15.9,27.5,13.2,78.1,0.0,f,f,
African-American/Black Studies,26.7,Pass,1.10,2.40,76.0,52.6,1.7,35.3,34.4,0.0,f,f,
Children's and Adolescent Literature,26.5,Pass,10.26,1.72,14.0,28.4,36.5,18.8,27.9,0.0,f,f,
Near and Middle Eastern Studies,26.5,Pass,1.10,2.40,98.0,57.2,1.7,24.2,34.4,0.0,f,f,
Computer Engineering Technology/Technician,26.5,Pass,11.01,5.99,0.0,0.0,38.4,,73.1,0.0,f,f,
Education/Teaching of Individuals in Junior High/Middle School Special Education Programs,26.3,Pass,5.99,-0.13,83.0,53.7,17.9,17.4,14.5,0.0,f,f,
Materials Chemistry,26.3,Pass,8.44,4.02,5.0,17.3,32.1,23.7,52.7,0.0,f,f,
"Ecology, Evolution, Systematics and Population Biology, Other",26.3,Pass,6.62,4.03,13.0,27.9,20.3,26.3,52.8,0.0,f,f,
Endocrinology,26.2,Pass,8.40,8.30,1.0,10.0,30.1,13.2,81.0,0.0,f,f,
"Apparel and Textiles, Other",26.1,Pass,,,2.0,12.2,,71.2,,0.0,f,f,
Education/Teaching of Individuals with Emotional Disturbances,26.1,Pass,8.50,-0.86,36.0,41.0,32.3,15.2,12.4,0.0,f,f,
Agricultural Communication/Journalism,26.1,Pass,6.19,0.79,30.0,38.4,18.2,41.5,19.4,0.0,f,f,
Crop Production,26.0,Pass,78.84,-1.04,0.0,0.0,81.4,0.0,10.5,0.0,f,f,
"Electrical/Electronic Engineering Technologies/Technicians, Other",26.0,Pass,8.40,0.60,2.0,12.2,30.1,71.2,17.3,0.0,f,f,
"Russian, Central European, East European and Eurasian Studies",26.0,Pass,1.10,2.40,36.0,41.0,1.7,53.2,34.4,0.0,f,f,
Horse Husbandry/Equine Science and Management,26.0,Pass,78.84,-1.04,0.0,0.0,81.4,0.0,10.5,0.0,f,f,
Undersea Warfare,25.9,Pass,5.70,1.50,15.0,29.2,16.9,55.0,25.7,0.0,f,f,
"Slavic Languages, Literatures, and Linguistics, General",25.9,Pass,5.60,1.21,43.0,43.4,14.9,34.4,21.4,0.0,f,f,
"Film/Video and Photographic Arts, Other",25.9,Pass,9.00,1.70,22.0,34.2,33.5,10.2,27.0,0.0,f,f,
"Philosophy and Religious Studies, Other",25.9,Pass,2.00,0.70,86.0,54.5,7.4,30.8,18.3,0.0,f,f,
Islamic Studies,25.9,Pass,1.10,2.40,22.0,34.2,1.7,66.3,34.4,0.0,f,f,
Energy Systems Technology/Technician,25.8,Pass,4.70,2.03,44.0,43.9,13.0,26.1,31.8,0.0,f,f,
Worship Ministry,25.7,Pass,10.19,1.39,10.0,24.2,36.2,,24.9,0.0,f,f,
"Teaching Assistants/Aides, Other",25.7,Pass,19.69,2.45,0.0,0.0,53.8,,38.2,0.0,f,f,
"Aerospace, Aeronautical, and Astronautical/Space Engineering, Other",25.6,Pass,10.79,4.94,0.0,0.0,37.8,,69.3,0.0,f,f,
"Celtic Languages, Literatures, and Linguistics",25.4,Pass,5.60,1.21,4.0,15.9,14.9,86.0,21.4,0.0,f,f,
Mechanical/Mechanical Engineering Technology/Technician,25.4,Pass,2.95,-2.73,20.0,32.9,10.6,80.6,1.6,0.0,f,f,
Ancient Studies/Civilization,25.4,Pass,1.35,1.30,9.0,22.9,5.9,88.1,23.9,0.0,f,f,
"Energy Systems Engineering, Other",25.2,Pass,11.30,3.67,2.0,12.2,39.2,16.0,49.2,0.0,f,f,
Asian Studies/Civilization,25.1,Pass,1.10,2.40,69.0,50.8,1.7,28.2,34.4,0.0,f,f,
"Ethnic, Cultural Minority, Gender, and Group Studies, Other",25.0,Pass,1.10,2.40,74.0,51.9,1.7,25.2,34.4,0.0,f,f,
Folklore Studies,24.9,Pass,1.10,2.40,22.0,34.2,1.7,59.7,34.4,0.0,f,f,
Physics and Astronomy,24.8,Pass,6.51,3.61,16.0,30.1,19.4,18.1,48.1,0.0,f,f,
"Fiber, Textile and Weaving Arts",24.8,Pass,8.31,1.73,17.0,30.9,30.0,15.0,28.2,0.0,f,f,
Urban Ministry,24.8,Pass,11.60,1.43,10.0,24.2,41.3,9.5,25.1,0.0,f,f,
Church Planting,24.8,Pass,11.10,0.60,9.0,22.9,38.7,,17.3,0.0,f,f,
Information/Psychological Warfare and Military Media Relations,24.7,Pass,,,9.0,22.9,,44.6,,0.0,f,f,
Commercial Photography,24.7,Pass,11.04,1.76,6.0,18.9,38.6,20.7,29.1,0.0,f,f,
Geochemistry,24.6,Pass,6.36,3.37,11.0,25.5,19.2,30.1,44.5,0.0,f,f,
Speech-Language Pathology Assistant,24.6,Pass,14.40,3.50,0.0,0.0,46.8,,45.7,0.0,f,f,
Fire Prevention and Safety Technology/Technician,24.4,Pass,21.89,3.41,0.0,0.0,58.7,0.0,45.0,0.0,f,f,
Plant Physiology,24.4,Pass,6.62,4.03,2.0,12.2,20.3,44.6,52.8,0.0,f,f,
Neuroanatomy,24.4,Pass,8.43,6.87,0.0,0.0,31.0,,76.4,0.0,f,f,
Biology/Biotechnology Technology/Technician,24.3,Pass,9.10,3.50,2.0,12.2,33.9,,45.7,0.0,f,f,
"Linguistic, Comparative, and Related Language Studies and Services, Other",24.3,Pass,3.20,-1.70,22.0,34.2,10.8,68.5,3.6,0.0,f,f,
Animal Genetics,24.2,Pass,6.62,4.03,10.0,24.2,20.3,19.6,52.8,0.0,f,f,
Teaching French as a Second or Foreign Language,24.1,Pass,72.23,-1.86,0.0,0.0,79.2,0.0,2.1,0.0,f,f,
Waldorf/Steiner Teacher Education,24.1,Pass,72.23,-1.86,0.0,0.0,79.2,0.0,2.1,0.0,f,f,
Forest Resources Production and Management,24.0,Pass,6.22,0.64,18.0,31.6,18.5,42.2,17.9,0.0,f,f,
Agricultural and Horticultural Plant Breeding,24.0,Pass,1.39,4.96,16.0,30.1,6.0,18.1,69.6,0.0,f,f,
Animal Physiology,23.9,Pass,6.62,4.03,14.0,28.4,20.3,9.3,52.8,0.0,f,f,
Sustainable Design/Architecture,23.8,Pass,2.88,3.11,2.0,12.2,10.3,71.2,42.4,0.0,f,f,
Atmospheric Chemistry and Climatology,23.7,Pass,7.10,3.36,1.0,10.0,24.6,44.6,43.9,0.0,f,f,
Driver and Safety Teacher Education,23.7,Pass,57.17,-1.22,0.0,0.0,74.2,0.0,9.5,0.0,f,f,
English Literature (British and Commonwealth),23.7,Pass,5.10,0.00,67.0,50.4,13.5,15.6,14.9,0.0,f,f,
Latin American and Caribbean Studies,23.6,Pass,1.10,2.40,11.0,25.5,1.7,68.5,34.4,0.0,f,f,
Western European Studies,23.6,Pass,1.10,2.40,44.0,43.9,1.7,32.0,34.4,0.0,f,f,
Education/Teaching of Individuals with Intellectual Disabilities,23.5,Pass,8.50,-0.86,25.0,36.0,32.3,7.7,12.4,0.0,f,f,
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",23.5,Pass,1.10,2.40,42.0,42.9,1.7,32.8,34.4,0.0,f,f,
"Theatre Literature, History and Criticism",23.3,Pass,9.00,1.70,5.0,17.3,33.5,26.6,27.0,0.0,f,f,
Apparel and Textile Manufacture,22.9,Pass,1.91,1.06,6.0,18.9,6.6,81.4,20.3,0.0,f,f,
"Natural Resources and Conservation, Other",22.9,Pass,0.10,4.00,11.0,25.5,0.0,49.3,52.1,0.0,f,f,
Nuclear Physics,22.7,Pass,6.51,3.61,1.0,10.0,19.4,44.6,48.1,0.0,f,f,
"Military Technologies and Applied Sciences, Other",22.6,Pass,,,22.0,34.2,,14.5,,0.0,f,f,
"Industrial Production Technologies/Technicians, Other",22.5,Pass,6.30,1.70,13.0,27.9,18.9,29.7,27.0,0.0,f,f,
Electromechanical/Electromechanical Engineering Technology/Technician,22.5,Pass,1.54,-2.85,8.0,21.5,6.4,92.9,1.5,0.0,f,f,
Information Operations/Joint Information Operations,22.3,Pass,,,9.0,22.9,,35.9,,0.0,f,f,
South Asian Studies,22.3,Pass,1.10,2.40,11.0,25.5,1.7,59.7,34.4,0.0,f,f,
Psychoanalysis and Psychotherapy,22.2,Pass,4.80,11.20,3.0,14.1,13.1,9.2,84.6,0.0,f,f,
German Language Teacher Education,22.1,Pass,54.65,-1.59,0.0,0.0,71.8,0.0,3.8,0.0,f,f,
Geography Teacher Education,22.1,Pass,54.65,-1.59,0.0,0.0,71.8,0.0,3.8,0.0,f,f,
Fire/Arson Investigation and Prevention,22.0,Pass,5.84,3.45,5.0,17.3,17.5,31.5,45.4,0.0,f,f,
"Agricultural Public Services, Other",21.9,Pass,,,15.0,29.2,,,,0.0,f,f,
"Alternative and Complementary Medical Support Services, Other",21.9,Pass,2.40,2.00,29.0,37.7,8.9,,30.9,0.0,f,f,
"Religion/Religious Studies, Other",21.8,Pass,,,21.0,33.6,,12.6,,0.0,f,f,
"Culinary Arts and Related Services, Other",21.7,Pass,,,17.0,30.9,,17.9,,0.0,f,f,
Ethnic Studies,21.7,Pass,1.10,2.40,12.0,26.9,1.7,53.2,34.4,0.0,f,f,
Chemical Physics,21.6,Pass,6.84,4.01,2.0,12.2,23.4,20.7,52.3,0.0,f,f,
"Dental Services and Allied Professions, Other",21.6,Pass,,,7.0,20.2,,38.8,,0.0,f,f,
"Scandinavian Languages, Literatures, and Linguistics",21.3,Pass,5.60,1.21,3.0,14.1,14.9,62.7,21.4,0.0,f,f,
Forest Management/Forest Resources Management,21.2,Pass,1.97,2.73,22.0,34.2,6.8,19.4,40.0,0.0,f,f,
"Science Technologies/Technicians, General",21.2,Pass,9.32,3.12,1.0,10.0,35.0,8.6,42.4,0.0,f,f,
Family and Community Services,21.2,Pass,1.10,-2.50,117.0,60.1,1.7,16.0,1.7,0.0,f,f,
Civil Engineering Technologies/Technicians,21.0,Pass,4.99,2.27,5.0,17.3,13.3,44.6,33.9,0.0,f,f,
"Mechanical Engineering Related Technologies/Technicians, Other",20.9,Pass,3.20,0.00,12.0,26.9,10.8,48.8,14.9,0.0,f,f,
Lactation Consultant,20.9,Pass,14.40,3.50,0.0,0.0,46.8,0.0,45.7,0.0,f,f,
Biopsychology,20.8,Pass,8.43,6.87,0.0,0.0,31.0,0.0,76.4,0.0,f,f,
Asian-American Studies,20.6,Pass,1.10,2.40,17.0,30.9,1.7,37.6,34.4,0.0,f,f,
Jewelry Arts,20.6,Pass,7.42,0.24,12.0,26.9,26.6,14.3,16.0,0.0,f,f,
"Communications Technologies/Technicians and Support Services, Other",20.5,Pass,,,18.0,31.6,,11.8,,0.0,f,f,
Telecommunications Technology/Technician,20.5,Pass,8.40,0.60,11.0,25.5,30.1,8.2,17.3,0.0,f,f,
Combat Systems Engineering,20.5,Pass,,,13.0,27.9,,19.2,,0.0,f,f,
Ballet,20.5,Pass,8.09,2.09,2.0,12.2,29.5,20.7,32.4,0.0,f,f,
Family Systems,20.3,Pass,0.92,-1.29,30.0,38.4,0.8,48.2,8.7,0.0,f,f,
"Philosophy, Other",20.3,Pass,2.00,0.70,9.0,22.9,7.4,56.3,18.3,0.0,f,f,
Russian Studies,20.2,Pass,1.10,2.40,27.0,36.6,1.7,23.5,34.4,0.0,f,f,
Radiation Biology/Radiobiology,20.2,Pass,6.62,4.03,3.0,14.1,20.3,13.2,52.8,0.0,f,f,
"Apparel and Textiles, General",20.2,Pass,0.92,-1.29,52.0,46.9,0.8,30.3,8.7,0.0,f,f,
Architectural Conservation,20.1,Pass,0.76,2.05,7.0,20.2,0.5,60.3,32.2,0.0,f,f,
Drawing,20.1,Pass,7.02,1.30,10.0,24.2,24.4,12.8,23.9,0.0,f,f,
Atomic/Molecular Physics,20.1,Pass,6.51,3.61,4.0,15.9,19.4,15.1,48.1,0.0,f,f,
"Environmental/Natural Resources Management and Policy, Other",19.9,Pass,0.10,4.00,14.0,28.4,0.0,23.9,52.1,0.0,f,f,
Portuguese Language and Literature,19.7,Pass,5.60,1.21,10.0,24.2,14.9,31.5,21.4,0.0,f,f,
Airline/Commercial/Professional Pilot and Flight Crew,19.7,Pass,9.88,4.33,0.0,0.0,35.9,0.0,59.5,0.0,f,f,
Population Biology,19.7,Pass,5.11,4.30,4.0,15.9,13.9,13.2,58.7,0.0,f,f,
Urban Forestry,19.7,Pass,1.00,1.49,4.0,15.9,1.4,71.2,25.4,0.0,f,f,
Logic,19.6,Pass,6.92,3.14,3.0,14.1,23.9,12.0,42.5,0.0,f,f,
Plastics and Polymer Engineering Technology/Technician,19.6,Pass,5.70,1.50,5.0,17.3,16.9,36.6,25.7,0.0,f,f,
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",19.4,Pass,5.60,1.21,18.0,31.6,14.9,14.8,21.4,0.0,f,f,
"South Asian Languages, Literatures, and Linguistics, Other",19.3,Pass,5.60,1.21,15.0,29.2,14.9,,21.4,0.0,f,f,
Metal Arts,19.3,Pass,7.42,0.24,7.0,20.2,26.6,,16.0,0.0,f,f,
"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",19.3,Pass,,,6.0,18.9,,32.8,,0.0,f,f,
Architectural Studies,19.2,Pass,0.90,2.00,2.0,12.2,0.6,71.2,30.9,0.0,f,f,
Medieval and Renaissance Studies,19.2,Pass,1.53,0.09,15.0,29.2,6.3,41.5,15.6,0.0,f,f,
Forest Engineering,19.1,Pass,11.30,3.67,0.0,0.0,39.2,0.0,49.2,0.0,f,f,
African Studies,18.9,Pass,1.10,2.40,21.0,33.6,1.7,20.7,34.4,0.0,f,f,
"Military Applied Sciences, Other",18.8,Pass,,,2.0,12.2,,44.6,,0.0,f,f,
"Agricultural Mechanization, General",18.5,Pass,3.08,9.51,0.0,0.0,10.8,,83.4,0.0,f,f,
"Area Studies, Other",18.5,Pass,1.10,2.40,24.0,35.7,1.7,13.8,34.4,0.0,f,f,
Soil Chemistry and Physics,18.3,Pass,1.39,4.96,2.0,12.2,6.0,16.0,69.6,0.0,f,f,
Plant Molecular Biology,18.3,Pass,4.04,2.23,1.0,10.0,12.0,44.6,33.6,0.0,f,f,
Pre-Pharmacy Studies,18.2,Pass,,,10.0,24.2,,,,0.0,f,f,
Deaf Studies,18.2,Pass,5.96,1.81,4.0,15.9,17.7,24.3,29.7,0.0,f,f,
Pacific Area/Pacific Rim Studies,18.0,Pass,1.10,2.40,6.0,18.9,1.7,44.6,34.4,0.0,f,f,
Direct Entry Midwifery,18.0,Pass,2.40,2.00,5.0,17.3,8.9,36.6,30.9,0.0,f,f,
Corrections,18.0,Pass,22.57,-4.49,0.0,0.0,59.4,0.0,1.1,0.0,f,f,
Land Use Planning and Management/Development,17.9,Pass,2.37,3.43,10.0,24.2,8.7,8.2,45.1,0.0,f,f,
Business/Office Automation/Technology/Data Entry,17.9,Pass,9.30,-18.34,4.0,15.9,34.7,,0.1,0.0,f,f,
"Ophthalmic and Optometric Support Services and Allied Professions, Other",17.7,Pass,,,14.0,28.4,,8.0,,0.0,f,f,
College/Postsecondary/University Teaching,17.7,Pass,5.60,2.10,6.0,18.9,14.9,,32.6,0.0,f,f,
Resort Management,17.7,Pass,5.45,5.35,0.0,0.0,14.5,,71.5,0.0,f,f,
"Graphic Communications, Other",17.6,Pass,11.56,-8.68,2.0,12.2,41.1,10.3,0.7,0.0,f,f,
"African Languages, Literatures, and Linguistics",17.4,Pass,5.60,1.21,1.0,10.0,14.9,44.6,21.4,0.0,f,f,
"Architecture and Related Services, Other",17.3,Pass,,,13.0,27.9,,7.8,,0.0,f,f,
3-D Modeling and Design Technology/Technician,17.2,Pass,7.33,0.30,3.0,14.1,26.4,,16.3,0.0,f,f,
Naturopathic Medicine/Naturopathy,17.1,Pass,2.40,2.00,10.0,24.2,8.9,,30.9,0.0,f,f,
Molecular Biophysics,16.7,Pass,6.54,5.22,0.0,0.0,20.2,0.0,70.9,0.0,f,f,
Audio Engineering Technology/Technician,16.7,Pass,4.29,1.31,9.0,22.9,12.5,,24.1,0.0,f,f,
Furniture Design and Manufacturing,16.5,Pass,1.91,-3.81,11.0,25.5,6.6,44.6,1.3,0.0,f,f,
Atmospheric Physics and Dynamics,16.4,Pass,7.10,3.36,0.0,0.0,24.6,,43.9,0.0,f,f,
Inorganic Chemistry,16.4,Pass,7.32,4.12,0.0,0.0,26.1,0.0,57.1,0.0,f,f,
Geospatial Intelligence,16.4,Pass,9.13,1.41,0.0,0.0,34.0,,25.0,0.0,f,f,
German Studies,16.3,Pass,1.10,2.40,6.0,18.9,1.7,32.8,34.4,0.0,f,f,
Aromatherapy,16.2,Pass,2.40,2.00,8.0,21.5,8.9,,30.9,0.0,f,f,
Wood Science and Wood Products/Pulp and Paper Technology/Technician,16.1,Pass,1.00,1.49,12.0,26.9,1.4,25.5,25.4,0.0,f,f,
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",16.0,Pass,5.60,1.21,5.0,17.3,14.9,20.7,21.4,0.0,f,f,
Corrections Administration,15.8,Pass,3.61,-1.74,7.0,20.2,11.5,38.8,3.4,0.0,f,f,
Ural-Altaic and Central Asian Studies,15.8,Pass,1.10,2.40,7.0,20.2,1.7,27.0,34.4,0.0,f,f,
"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",15.7,Pass,1.34,1.04,3.0,14.1,5.8,44.6,20.1,0.0,f,f,
Communications Technology/Technician,15.4,Pass,2.96,1.92,7.0,20.2,10.7,10.0,30.7,0.0,f,f,
"Electrical, Electronic, and Communications Engineering Technology/Technician",15.4,Pass,6.28,0.46,6.0,18.9,18.8,10.1,17.0,0.0,f,f,
Comparative Group Studies,15.4,Pass,1.10,2.40,1.0,10.0,1.7,44.6,34.4,0.0,f,f,
Theoretical and Mathematical Physics,15.3,Pass,6.51,3.61,0.0,0.0,19.4,,48.1,0.0,f,f,
European Studies/Civilization,15.2,Pass,1.10,2.40,11.0,25.5,1.7,12.3,34.4,0.0,f,f,
Physical Chemistry,14.9,Pass,6.84,4.01,0.0,0.0,23.4,0.0,52.3,0.0,f,f,
Korean Studies,14.8,Pass,1.10,2.40,3.0,14.1,1.7,32.8,34.4,0.0,f,f,
"Area, Ethnic, Cultural, Gender, and Group Studies, Other",14.8,Pass,1.10,2.40,7.0,20.2,1.7,20.7,34.4,0.0,f,f,
Surveying Technology/Surveying,14.6,Pass,5.22,2.99,1.0,10.0,14.2,7.3,41.4,0.0,f,f,
Southeast Asian Studies,14.3,Pass,1.10,2.40,7.0,20.2,1.7,17.2,34.4,0.0,f,f,
Air and Space Operations Technology,14.2,Pass,0.90,8.10,0.0,0.0,0.6,,79.3,0.0,f,f,
Chinese Studies,14.1,Pass,1.10,2.40,7.0,20.2,1.7,15.8,34.4,0.0,f,f,
"Alternative and Complementary Medicine and Medical Systems, Other",14.0,Pass,2.40,2.00,5.0,17.3,8.9,10.3,30.9,0.0,f,f,
"Genetics, Other",14.0,Pass,6.62,4.03,0.0,0.0,20.3,0.0,52.8,0.0,f,f,
Structural Biology,14.0,Pass,6.62,4.03,0.0,0.0,20.3,0.0,52.8,0.0,f,f,
Buddhist Studies,13.9,Pass,2.00,0.70,9.0,22.9,7.4,,18.3,0.0,f,f,
"South Asian Languages, Literatures, and Linguistics, General",13.8,Pass,5.60,1.21,1.0,10.0,14.9,20.7,21.4,0.0,f,f,
Italian Studies,13.7,Pass,1.10,2.40,6.0,18.9,1.7,16.0,34.4,0.0,f,f,
Analysis and Functional Analysis,13.5,Pass,6.92,3.14,0.0,0.0,23.9,0.0,42.5,0.0,f,f,
